partition	seq
part20307	1375309-1376225
part20737	1376226-1376843
part20918	1376844-1377596
part18535	1377597-1378500
part14810	1378501-1381745
part14838	1381746-1382759
part20905	1382760-1383785
part20757	1383786-1384419
part14552	1384420-1384945
part21010	1384946-1385352
part20219	1385353-1386590
part17773	1386591-1387209
part13922	1387210-1387712
part19135	1387713-1388691
part15062	1388692-1390361
part14505	1390362-1391686
part19688	1391687-1392381
part20870	1392382-1392952
part13851	1392953-1393762
part19955	1393763-1394477
part20786	1394478-1394854
part13813	1394855-1395545
part20917	1395546-1396330
part20964	1396331-1397168
part14048	1397169-1397774
part20723	1397775-1398522
part16425	1398523-1399851
part20800	1399852-1400510
part20818	1400511-1401178
part16800	1401179-1402628
part13968	1402629-1403270
part20227	1403271-1404239
part20070	1404240-1405771
part20911	1405772-1406488
part20448	1406489-1407187
part14818	1407188-1407852
part20937	1407853-1408722
part20779	1408723-1409366
part20768	1409367-1410596
part20743	1410597-1411090
part18277	1411091-1412359
part20770	1412360-1412919
part18120	1412920-1413726
part20689	1413727-1414256
part16692	1414257-1414784
part20003	1414785-1416100
part14137	1416101-1417345
part12842	1417346-1418463
part20833	1418464-1420091
part20873	1420092-1420718
part20320	1420719-1421727
part16775	1421728-1422780
part21015	1422781-1423541
part20776	1423542-1424104
part20868	1424105-1424629
part20932	1424630-1425571
part20182	1425572-1427248
part20902	1427249-1427689
part14641	1427690-1428741
part20963	1428742-1429611
part19196	1429612-1430852
part20300	1430853-1431665
part20680	1431666-1432100
part21011	1432101-1433163
part20907	1433164-1433879
part20993	1433880-1434470
part21012	1434471-1436956
part20714	1436957-1437729
part13426	1437730-1438613
part15184	1438614-1439339
part20995	1439340-1439964
part18733	1439965-1440656
part14296	1440657-1441372
part20486	1441373-1442239
part18528	1442240-1442888
part13592	1442889-1443801
part13352	1443802-1444430
part18092	1444431-1445026
part12868	1445027-1445912
part17965	1445913-1446544
part17726	1446545-1447138
part15497	1447139-1448226
part14541	1448227-1448736
part14593	1448737-1450717
part21269	1450718-1451147
part19634	1451148-1451857
part21234	1451858-1452396
part17073	1452397-1453545
part21208	1453546-1454743
part21190	1454744-1455392
part21103	1455393-1455902
part21209	1455903-1456446
part21086	1456447-1457033
part21176	1457034-1457838
part21127	1457839-1458326
part21169	1458327-1458990
part21170	1458991-1459804
part21065	1459805-1460714
part21205	1460715-1461510
part21212	1461511-1462342
part21256	1462343-1463317
part20650	1463318-1464669
part16816	1464670-1465095
part18370	1465096-1465897
part21188	1465898-1467035
part20363	1467036-1467558
part20496	1467559-1468243
part20218	1468244-1469361
part21060	1469362-1470147
part20460	1470148-1471207
part21167	1471208-1471689
part21248	1471690-1472226
part21098	1472227-1472861
part21027	1472862-1473852
part21180	1473853-1474406
part21080	1474407-1476331
part19128	1476332-1477402
part17152	1477403-1478288
part21206	1478289-1479073
part15135	1479074-1480023
part16630	1480024-1480890
part21091	1480891-1481896
part19639	1481897-1483478
part20864	1483479-1484241
part21274	1484242-1485406
part17250	1485407-1486513
part18002	1486514-1487994
part17487	1487995-1488846
part19419	1488847-1489504
part13468	1489505-1490365
part17572	1490366-1490920
part21148	1490921-1491817
part21144	1491818-1492733
part21231	1492734-1493545
part13879	1493546-1494701
part14147	1494702-1495676
part20519	1495677-1496694
part21134	1496695-1497970
part19587	1497971-1498989
part20468	1498990-1499862
part21055	1499863-1500725
part19318	1500726-1501143
part15838	1501144-1502156
part21177	1502157-1503212
part21290	1503213-1503828
part21056	1503829-1504687
part21249	1504688-1505396
part16004	1505397-1506906
part16014	1506907-1507485
part20532	1507486-1508699
part13711	1508700-1509526
part20840	1509527-1510584
part15459	1510585-1512114
part20598	1512115-1512778
part20367	1512779-1513532
part21135	1513533-1514328
part15009	1514329-1515085
part14729	1515086-1515849
part21196	1515850-1516778
part21118	1516779-1517420
part17202	1517421-1518089
part14483	1518090-1519063
part16185	1519064-1520561
part21073	1520562-1521063
part21255	1521064-1521638
part15008	1521639-1522211
part17046	1522212-1523192
part19887	1523193-1523923
part20605	1523924-1525194
part20508	1525195-1526101
part21235	1526102-1526815
part21154	1526816-1527263
part16164	1527264-1528101
part16985	1528102-1529552
part20653	1529553-1530301
part20165	1530302-1531955
part21268	1531956-1532538
part19594	1532539-1533072
part17845	1533073-1533863
part20404	1533864-1535393
part20615	1535394-1538677
part14902	1538678-1539557
part20599	1539558-1540213
part20601	1540214-1540867
part21136	1540868-1541354
part20965	1541355-1542033
part20350	1542034-1543051
part20325	1543052-1544196
part20581	1544197-1545344
part20356	1545345-1546368
part21218	1546369-1547280
part15778	1547281-1549652
part15503	1549653-1550331
part18048	1550332-1551065
part21278	1551066-1551672
part19666	1551673-1553641
part18266	1553642-1554296
part20749	1554297-1554919
part18979	1554920-1556000
part21297	1556001-1556872
part21031	1556873-1557703
part15811	1557704-1558668
part20204	1558669-1559560
part20656	1559561-1560323
part21162	1560324-1561478
part21066	1561479-1562023
part19938	1562024-1562954
part21187	1562955-1563706
part13709	1563707-1564400
part21260	1564401-1565324
part21097	1565325-1566082
part17986	1566083-1567835
part20611	1567836-1568576
part21124	1568577-1569037
part21028	1569038-1569891
part21104	1569892-1571113
part20212	1571114-1572189
part21264	1572190-1572614
part19347	1572615-1573817
part21251	1573818-1574450
part13649	1574451-1575420
part19826	1575421-1576910
part21137	1576911-1577838
part20474	1577839-1578773
part21084	1578774-1579480
part14930	1579481-1580440
part21160	1580441-1581217
part20523	1581218-1581975
part12805	1581976-1582901
part21074	1582902-1583934
part21237	1583935-1584576
part20305	1584577-1585273
part20451	1585274-1586459
part21157	1586460-1587922
part21215	1587923-1588431
part21270	1588432-1590329
part21216	1590330-1591394
part20094	1591395-1592380
part16401	1592381-1593997
part21171	1593998-1594543
part19907	1594544-1595230
part14948	1595231-1597905
part20497	1597906-1598403
part19829	1598404-1599268
part21291	1599269-1599894
part21203	1599895-1600907
part20639	1600908-1601670
part17767	1601671-1602309
part21153	1602310-1602939
part14928	1602940-1603777
part20946	1603778-1604663
part14201	1604664-1606078
part17114	1606079-1606744
part18816	1606745-1608187
part20577	1608188-1609350
part20820	1609351-1609857
part21172	1609858-1610543
part21185	1610544-1611302
part16928	1611303-1612173
part19933	1612174-1612821
part16910	1612822-1614000
part20869	1614001-1614873
part15145	1614874-1616087
part21193	1616088-1616772
part15380	1616773-1617432
part20571	1617433-1618321
part21299	1618322-1622043
part20065	1622044-1622773
part17993	1622774-1623628
part21054	1623629-1624086
part14237	1624087-1624737
part21276	1624738-1625552
part21052	1625553-1626235
part14159	1626236-1628161
part13443	1628162-1629430
part21281	1629431-1630107
part17218	1630108-1631125
part15003	1631126-1632694
part20388	1632695-1633717
part21195	1633718-1634617
part21280	1634618-1635007
part21236	1635008-1635794
part19660	1635795-1636312
part17879	1636313-1637265
part20537	1637266-1638542
part13317	1638543-1639471
part17287	1639472-1641222
part20545	1641223-1642458
part21069	1642459-1643398
part17203	1643399-1644732
part21072	1644733-1645532
part16756	1645533-1647755
part14560	1647756-1648557
part16949	1648558-1649741
part17844	1649742-1650739
part13964	1650740-1652172
part13790	1652173-1653328
part17646	1653329-1656331
part15152	1656332-1658251
part21258	1658252-1658883
part21126	1658884-1659614
part21158	1659615-1661257
part14103	1661258-1662071
part13657	1662072-1662541
part13165	1662542-1663084
part20385	1663085-1664129
part20203	1664130-1665123
part21298	1665124-1666083
part16875	1666084-1667866
part13580	1667867-1668809
part21254	1668810-1669318
part20652	1669319-1670809
part21285	1670810-1671515
part17511	1671516-1672871
part21150	1672872-1674158
part15182	1674159-1675300
part21078	1675301-1676131
part21252	1676132-1676745
part21163	1676746-1677524
part21233	1677525-1678222
part17827	1678223-1679195
part21284	1679196-1680092
part21146	1680093-1680490
part15093	1680491-1682776
part15302	1682777-1685069
part20480	1685070-1685944
part19631	1685945-1686682
part18207	1686683-1687917
part21079	1687918-1688598
part21273	1688599-1689621
part21046	1689622-1691075
part16310	1691076-1692033
part16535	1692034-1693366
part21040	1693367-1693915
part20535	1693916-1695039
part18071	1695040-1695894
part18974	1695895-1696858
part20063	1696859-1698749
part20528	1698750-1699393
part21246	1699394-1699971
part21289	1699972-1700615
part21197	1700616-1701307
part17244	1701308-1702384
part21133	1702385-1703429
part16700	1703430-1705349
part21096	1705350-1706239
part21087	1706240-1707402
part21030	1707403-1708210
part13716	1708211-1708788
part14866	1708789-1711789
part21166	1711790-1712543
part21051	1712544-1713289
part20407	1713290-1714098
part16201	1714099-1715372
part13687	1715373-1716326
part19509	1716327-1717332
part17687	1717333-1718879
part21083	1718880-1720113
part21095	1720114-1720658
part21283	1720659-1721262
part16648	1721263-1722751
part13975	1722752-1724757
part20667	1724758-1725120
part16387	1725121-1726292
part21100	1726293-1727184
part21225	1727185-1728079
part17714	1728080-1730333
part19015	1730334-1732135
part17988	1732136-1733184
part21156	1733185-1733532
part20377	1733533-1734295
part17154	1734296-1735095
part13609	1735096-1735730
part19475	1735731-1737119
part16899	1737120-1737609
part15580	1737610-1738164
part21173	1738165-1739048
part21198	1739049-1739688
part21192	1739689-1740573
part13016	1740574-1741963
part20490	1741964-1743422
part21223	1743423-1744007
part21151	1744008-1744654
part20481	1744655-1745411
part14414	1745412-1746494
part19550	1746495-1747232
part16396	1747233-1747926
part21247	1747927-1748354
part21227	1748355-1749194
part20422	1749195-1749928
part19564	1749929-1750699
part17550	1750700-1751840
part20353	1751841-1752739
part13420	1752740-1753318
part18313	1753319-1754559
part14899	1754560-1755145
part17349	1755146-1755625
part20534	1755626-1756705
part21138	1756706-1757549
part14836	1757550-1758483
part17925	1758484-1759641
part19401	1759642-1760636
part20662	1760637-1761654
part19767	1761655-1762625
part19812	1762626-1764001
part21213	1764002-1764792
part21184	1764793-1765554
part21221	1765555-1766113
part20642	1766114-1767101
part21111	1767102-1767505
part21094	1767506-1768392
part21147	1768393-1768787
part19932	1768788-1769473
part20658	1769474-1770393
part21114	1770394-1771118
part21109	1771119-1771817
part21240	1771818-1772453
part13941	1772454-1773185
part20634	1773186-1773985
part14253	1773986-1774829
part21076	1774830-1775283
part21141	1775284-1775850
part21265	1775851-1776553
part21053	1776554-1777728
part20405	1777729-1778976
part20072	1778977-1780116
part20919	1780117-1780561
part20575	1780562-1781572
part21152	1781573-1782597
part21194	1782598-1783578
part21222	1783579-1784258
part20640	1784259-1784974
part20200	1784975-1786067
part21047	1786068-1786739
part20849	1786740-1787397
part14580	1787398-1788679
part21112	1788680-1789284
part20076	1789285-1790809
part17086	1790810-1791742
part20942	1791743-1792338
part20612	1792339-1793508
part20419	1793509-1794447
part18325	1794448-1795330
part17193	1795331-1795871
part14602	1795872-1796647
part20547	1796648-1797260
part20580	1797261-1798054
part21159	1798055-1798903
part17432	1798904-1799732
part20551	1799733-1800349
part16170	1800350-1801293
part20472	1801294-1802542
part13688	1802543-1803350
part16148	1803351-1804629
part21130	1804630-1805325
part21093	1805326-1805912
part20539	1805913-1807167
part21186	1807168-1808034
part13905	1808035-1808955
part20572	1808956-1809890
part14941	1809891-1810641
part20292	1810642-1811296
part20171	1811297-1811861
part16489	1811862-1812976
part16303	1812977-1814247
part21024	1814248-1815233
part20613	1815234-1815904
part18671	1815905-1816399
part12831	1816400-1816898
part21057	1816899-1817471
part21199	1817472-1818053
part20565	1818054-1819561
part19502	1819562-1820240
part21211	1820241-1820957
part16719	1820958-1822829
part20585	1822830-1824002
part20557	1824003-1824586
part20553	1824587-1825470
part21101	1825471-1826626
part19766	1826627-1827474
part21200	1827475-1828334
part21102	1828335-1828939
part19816	1828940-1829835
part21099	1829836-1830668
part21189	1830669-1831396
part20175	1831397-1832829
part21048	1832830-1833448
